raw_affiliation,affiliation_name,wikidata
"Temple University, Philadelphia",temple university,http://www.wikidata.org/entity/Q1420239
"Poznan University of Technology, Poznan",poznan university of technology,http://www.wikidata.org/entity/Q1678753
"Poznan University of Technology, Poznan and Polish Academy of Sciences, Warsaw",poznan university of technology,http://www.wikidata.org/entity/Q1678753
"Heidelberg University, Germany",heidelberg university,http://www.wikidata.org/entity/Q151510
University of Ontario Institute of Technology,university of ontario institute of technology,http://www.wikidata.org/entity/Q2495899
Carleton College,carleton college,http://www.wikidata.org/entity/Q1041671
New York University Abu Dhabi,new york university abu dhabi,http://www.wikidata.org/entity/Q566189
"East China Normal University, Shanghai and Hong Kong Baptist University, Hong Kong",east china normal university,http://www.wikidata.org/entity/Q2034790
"Hong Kong Baptist University, Hong Kong",hong kong baptist university,http://www.wikidata.org/entity/Q603686
"School of Computer Science and Technology, Xidian University, Xi'an, Shaanxi, China",xidian university,http://www.wikidata.org/entity/Q649906
"School of Electrical Engineering and Computer Science, The Pennsylvania State University, University Park, PA, USA",the pennsylvania state university,http://www.wikidata.org/entity/Q7163300
"School of Information, Renmin University of China, Beijing, China",renmin university of china,http://www.wikidata.org/entity/Q1074117
Intel Corp,intel corp,http://www.wikidata.org/entity/Q248
SCI InsituteUniversity of Utah,sci insituteuniversity of utah,https://www.wikidata.org/wiki/Q168515
Texas Advanced Computing Center,texas advanced computing center,http://www.wikidata.org/entity/Q7707491
"Academia Sinica, Taipei",academia sinica,http://www.wikidata.org/entity/Q337266
"National Taiwan University, Taipei",national taiwan university,http://www.wikidata.org/entity/Q32746
"Zhejiang University of Technology, HangZhou, China",zhejiang university of technology,http://www.wikidata.org/entity/Q986087
"Beckman Institute, University of Illinois at Urbana- Champaign, Urbana, IL",university of illinois at urbana- champaign,http://www.wikidata.org/entity/Q457281
"Department of Electrical Engineering, Columbia University, New York, NY",columbia university,http://www.wikidata.org/entity/Q49088
"Department of Mathematics, University of Texas at Arlington, Arlington, TX",university of texas at arlington,http://www.wikidata.org/entity/Q1230739
"HERE North America LLC, Chicago, IL",here north america llc,http://www.wikidata.org/entity/Q659
"Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada",university of windsor,http://www.wikidata.org/entity/Q2065769
"Centre for Data Science, Coventry University, Coventry, U.K.",coventry university,http://www.wikidata.org/entity/Q1138080
"Department of Computer Engineering, Hallym University, Chuncheon, South Korea",hallym university,http://www.wikidata.org/entity/Q482724
"Department of Electrical and Computer Engineering, Stony Brook University, Stony Brook, NY, USA",stony brook university,http://www.wikidata.org/entity/Q969850
"Department of Computer Engineering and Software Engineering, Polytechnique Montreal, Montreal, QC, Canada",department of computer engineering and software engineering,http://www.wikidata.org/entity/Q8765
"Centre for Software Excellence at Huawei, Markham, ON, Canada",centre for software excellence at huawei,http://www.wikidata.org/entity/Q556
"Department of Computer Science, University of Manitoba, Winnipeg, MB, Canada",university of manitoba,http://www.wikidata.org/entity/Q1191833
"Software Analysis and Intelligence Lab (SAIL), Queen's University, Kingston, ON, Canada",queen's university,http://www.wikidata.org/entity/Q1420038
"Key Laboratory of Cryptologic Technology and Information Security, Ministry of Education, Shandong Universtity, Qingdao, China",shandong universtity,http://www.wikidata.org/entity/Q556
"College of Computer Science and Technology, Harbin Engineering University, Harbin, China",harbin engineering university,http://www.wikidata.org/entity/Q23102
"Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University, China",fudan university,http://www.wikidata.org/entity/Q495015
"School of Software Engineering, Xi’an Jiaotong University, Xi’an, China",xi’an jiaotong university,http://www.wikidata.org/entity/Q981237
"Ministry of Education Key Laboratory for Intelligent Networks and Network Security and with SMILES LAB, Xi’an Jiaotong University, Xi’an, China",xi’an jiaotong university,http://www.wikidata.org/entity/Q981237
"CAS Key Laboratory of Technology in GIPAS, University of Science and Technology of China, Hefei, Anhui, China",university of science and technology of china,http://www.wikidata.org/entity/Q1074103
"Department of Computer Science and Engineering, Texas A&M University, College Station, TX, USA",texas a&m university,http://www.wikidata.org/entity/Q49212
"School of Computer Science and Technology, University of Science and Technology of China, Hefei, Anhui, China",university of science and technology of china,http://www.wikidata.org/entity/Q1074103
"School of Data Science, University of Science and Technology of China, Hefei, Anhui, China",university of science and technology of china,http://www.wikidata.org/entity/Q1074103
"Rutgers, The State University of New Jersey, Newark, USA",the state university of new jersey,http://www.wikidata.org/entity/Q499451
"NEC Laboratories America, Princeton, USA",nec laboratories america,http://www.wikidata.org/entity/Q99960955
"University of Central Florida, Orlando, USA",university of central florida,http://www.wikidata.org/entity/Q143451
"Department of Autonomous Vehicle Engineering, Korea Aerospace University, Goyang-si, Gyeonggi-do, Korea",korea aerospace university,http://www.wikidata.org/entity/Q6431586
"Department of Electrical Engineering, Tsinghua University, Beijing, China",tsinghua university,http://www.wikidata.org/entity/Q16955
"Qing Yuan Research Institute, Shanghai Jiao Tong University, Shanghai, China",shanghai jiao tong university,http://www.wikidata.org/entity/Q525169
"Department of Data Science and AI, Faculty of IT, Monash University, Clayton, Australia",monash university,http://www.wikidata.org/entity/Q598841
"Department of Computer Science and Information Technology, La Trobe University, Melbourne, Australia",la trobe university,http://www.wikidata.org/entity/Q1478723
"School of Data Science and Engineering, East China Normal University, China",east china normal university,http://www.wikidata.org/entity/Q2034790
"School of Information and Communication Technology, Griffith University, Southport, Australia",griffith university,http://www.wikidata.org/entity/Q1202292
"National Engineering Research Center for Multimedia Software, School of Computer Science, and Institute of Artificial Intelligence, Wuhan University, Wuhuan, Hubei, China",wuhan university,http://www.wikidata.org/entity/Q1108197
"Department of Computing, Faculty of Science and Engineering, Macquarie University, Sydney, NSW, Australia",macquarie university,http://www.wikidata.org/entity/Q741082
"School of Computer Science, Wuhan University, Wuhuan, Hubei, China",wuhan university,http://www.wikidata.org/entity/Q1108197
"Department of Electronic Engineering, Beijing National Research Center for Information Science and Technology, Tsinghua University, Beijing, China",tsinghua university,http://www.wikidata.org/entity/Q16955
"College of Letters and Science, UC Berkeley, Berkeley, CA, USA",college of letters and science,http://www.wikidata.org/entity/Q84320756
"College of Communications Engineering, PLA University of Science and Technology, Box 110, 2 Biaoying, Yudao Street, China",pla university of science and technology,http://www.wikidata.org/entity/Q10873019
"Software Engineering Institute , East China Normal University, No. 3663, North Zhongshan Road, Putuo District, Shanghai, China",east china normal university,http://www.wikidata.org/entity/Q2034790
"MOE Key Lab for Information System Security, School of Software, Tsinghua University, China",tsinghua university,http://www.wikidata.org/entity/Q16955
"School of Information and Safety Engineering, Zhongnan University of Economics and Law, China",zhongnan university of economics and law,http://www.wikidata.org/entity/Q8070947
"Computer Science and Engineering, University of Connecticut, 7712 Storrs, Connecticut, United States, (e-mail: md.fahim@uconn.edu)",university of connecticut,http://www.wikidata.org/entity/Q49206
"Computer Science and Engineering, University of Connecticut, 7712 Storrs, Connecticut, United States, (e-mail: mohammad.khan@uconn.edu)",university of connecticut,http://www.wikidata.org/entity/Q49206
"Computer Science and Engineering, University of Connecticut, 7712 Storrs, Connecticut, United States, (e-mail: theodore.jensen@uconn.edu)",university of connecticut,http://www.wikidata.org/entity/Q49206
"Computer Science, Central Connecticut State University, 5745 New Britain, Connecticut, United States, (e-mail: yusuf.albayram@ccsu.edu)",central connecticut state university,http://www.wikidata.org/entity/Q1053764
"Health Disparities Institute, University of Connecticut Health Center, 21654 Farmington, Connecticut, United States, (e-mail: coman@uchc.edu)",university of connecticut health center,http://www.wikidata.org/entity/Q7895298
"Communication/Psychology, University of Connecticut, 7712 Storrs, Connecticut, United States, (e-mail: ross.buck@uconn.edu)",university of connecticut,http://www.wikidata.org/entity/Q49206
"Viterbi Faculty of Electrical Engineering, Technion - Israel Institute of Technology, Haifa, Israel",technion - israel institute of technology,http://www.wikidata.org/entity/Q45137547
"Department of Computer Science, University of Toronto, Toronto, Ontario, Canada",university of toronto,http://www.wikidata.org/entity/Q180865
Ewha Womans University,ewha womans university,http://www.wikidata.org/entity/Q41114
Hanyang University,hanyang university,http://www.wikidata.org/entity/Q40006
"Air Force Research Laboratory, Dayton",air force research laboratory,http://www.wikidata.org/entity/Q3607176
"Michigan Tech Research Institute, Ann Arbor",michigan tech research institute,http://www.wikidata.org/entity/Q6837752
Sichuan Normal University,sichuan normal university,http://www.wikidata.org/entity/Q7507438
University of Electronic Science and Technology of China,university of electronic science and technology of china,http://www.wikidata.org/entity/Q5971900
